code,country,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
002,Arizona,1900,45.50,45.90,55.00,52.90,67.10,76.10,81.00,75.00,68.30,60.60,51.10,42.30
002,Arizona,1901,41.50,45.30,48.80,54.80,65.60,72.80,82.40,79.60,71.40,62.10,52.70,42.30
002,Arizona,1902,41.90,45.70,46.00,59.50,65.40,76.80,77.80,78.00,72.10,62.80,48.90,40.90
002,Arizona,1903,41.40,38.10,49.30,56.40,64.30,74.20,79.70,79.60,70.80,60.60,52.20,41.20
002,Arizona,1904,37.70,48.60,53.00,57.70,66.00,74.60,78.30,77.40,70.90,59.90,50.10,41.60
002,Arizona,1905,43.10,44.60,50.70,55.30,61.10,73.10,78.80,79.40,72.70,60.00,48.80,37.80
002,Arizona,1906,39.00,47.60,49.80,55.70,63.90,73.10,80.20,75.80,70.30,60.00,48.00,44.80
002,Arizona,1907,42.20,49.70,51.00,58.50,61.40,69.80,78.90,76.80,71.50,61.30,48.80,43.50
002,Arizona,1908,42.90,44.20,51.60,57.20,61.10,71.90,79.40,77.30,70.60,56.80,49.90,41.80
002,Arizona,1909,45.40,43.50,46.40,56.10,62.40,75.00,79.60,76.80,70.00,60.90,49.60,35.80
002,Arizona,1910,40.40,43.40,55.40,59.20,68.30,75.60,80.30,79.30,74.70,61.40,51.50,44.70
002,Arizona,1911,45.30,43.10,53.00,56.50,63.80,73.50,77.70,77.90,72.70,59.10,46.80,35.90
002,Arizona,1912,41.40,44.50,48.20,52.50,63.40,74.50,75.70,75.70,67.40,57.60,48.60,36.90
002,Arizona,1913,35.70,41.50,45.90,56.10,64.40,71.80,77.10,77.60,70.10,59.00,51.40,39.20
002,Arizona,1914,43.80,44.10,52.30,58.10,65.60,74.20,77.50,78.40,73.00,60.60,52.60,38.80
002,Arizona,1915,38.30,43.30,48.40,56.70,60.80,72.80,78.00,78.30,70.10,61.80,49.10,41.00
002,Arizona,1916,40.20,48.60,53.70,58.00,63.60,74.20,78.50,75.60,70.30,57.80,47.10,37.80
002,Arizona,1917,36.80,42.50,45.10,53.90,59.30,74.90,81.10,77.50,72.30,62.70,51.90,45.90
002,Arizona,1918,38.80,45.00,51.50,56.30,61.60,79.10,78.20,75.30,72.70,62.00,46.50,38.80
002,Arizona,1919,35.70,39.60,46.80,59.00,66.80,75.20,78.40,78.40,71.30,56.00,47.40,42.40
002,Arizona,1920,41.40,46.60,46.90,52.10,64.60,72.60,79.80,75.90,69.70,56.90,48.10,38.90
002,Arizona,1921,41.80,46.10,53.20,54.40,62.80,74.80,78.90,76.10,71.50,63.30,50.90,45.20
002,Arizona,1922,37.60,42.80,46.10,52.50,65.00,76.10,80.30,78.20,74.10,61.10,45.30,44.40
002,Arizona,1923,44.40,42.30,46.30,55.10,66.50,70.70,79.10,75.60,68.60,57.10,48.70,39.90
002,Arizona,1924,37.80,46.80,44.70,54.20,66.60,77.10,78.80,78.50,72.20,58.90,50.00,37.80
002,Arizona,1925,36.70,47.40,51.50,58.20,68.30,73.40,80.50,75.80,69.50,58.70,47.50,41.70
002,Arizona,1926,38.20,46.70,50.70,57.20,64.60,75.90,78.60,78.00,72.50,62.80,51.20,38.90
002,Arizona,1927,44.10,47.30,48.20,56.50,65.80,73.40,80.00,76.50,70.70,61.10,52.50,38.30
002,Arizona,1928,41.80,43.70,52.20,55.90,67.60,74.40,80.10,77.10,73.20,61.60,48.30,39.70
002,Arizona,1929,38.50,40.00,48.00,54.10,65.70,74.40,79.70,77.50,71.60,61.80,46.30,44.80
002,Arizona,1930,38.30,48.10,48.70,60.50,60.70,75.30,79.00,77.20,70.20,58.40,47.40,38.60
002,Arizona,1931,39.50,45.80,49.70,59.00,66.60,74.90,82.20,77.20,72.60,61.50,45.50,36.10
002,Arizona,1932,34.30,44.80,49.50,56.80,64.30,73.00,79.70,78.60,73.20,59.60,51.20,35.60
002,Arizona,1933,35.30,36.70,50.00,52.60,60.00,75.20,81.90,79.00,74.90,64.40,51.00,44.00
002,Arizona,1934,42.30,48.90,56.60,61.60,70.50,71.70,81.80,78.60,71.70,63.20,50.40,43.50
002,Arizona,1935,42.20,46.00,47.40,57.00,61.30,75.90,79.40,77.60,71.90,60.60,46.70,42.00
002,Arizona,1936,41.10,44.20,51.00,59.70,68.40,77.80,80.70,78.70,70.80,60.70,49.10,41.50
002,Arizona,1937,28.40,42.10,47.80,56.10,67.10,74.00,80.20,80.00,74.60,63.00,51.20,45.00
002,Arizona,1938,43.20,44.30,47.90,57.00,64.70,75.00,78.80,78.30,73.70,60.90,44.40,43.50
002,Arizona,1939,40.50,35.60,50.20,59.70,66.90,75.10,80.70,78.90,71.30,58.90,51.70,46.20
002,Arizona,1940,42.80,44.80,52.30,58.20,69.10,77.70,80.70,79.00,71.90,61.80,47.10,44.80
002,Arizona,1941,42.10,47.50,48.70,51.30,65.10,71.10,78.30,75.60,68.80,57.30,49.80,42.40
002,Arizona,1942,41.10,40.50,46.60,55.80,63.70,73.80,81.60,77.50,72.00,60.80,52.20,44.50
002,Arizona,1943,42.20,47.70,51.50,60.20,67.00,73.10,80.20,77.60,73.40,61.30,49.80,41.80
002,Arizona,1944,39.00,41.80,46.40,53.20,63.90,70.40,78.20,79.00,72.40,62.90,46.70,42.00
002,Arizona,1945,40.70,45.20,45.50,54.20,64.80,70.90,80.20,78.50,72.70,62.60,48.30,38.60
002,Arizona,1946,38.80,42.70,50.10,61.50,64.70,76.30,79.40,77.90,73.00,56.80,45.80,44.70
002,Arizona,1947,38.00,48.10,51.00,56.70,68.50,72.80,80.60,76.70,74.90,61.60,44.40,38.80
002,Arizona,1948,41.20,41.60,43.70,58.00,65.80,73.50,79.50,78.20,73.60,61.80,44.70,41.10
002,Arizona,1949,31.90,38.90,48.20,58.90,64.20,73.80,79.10,76.70,74.40,58.10,54.10,39.70
002,Arizona,1950,39.50,47.50,50.70,60.10,63.60,73.40,77.80,77.00,69.50,66.70,53.00,47.10
002,Arizona,1951,40.60,44.20,48.30,56.30,65.20,72.00,81.40,76.90,73.00,61.00,47.60,39.80
002,Arizona,1952,40.40,42.60,43.20,56.50,67.40,73.40,78.80,79.10,73.80,65.70,45.00,40.00
002,Arizona,1953,45.20,43.10,50.30,55.80,59.80,74.50,80.50,77.30,73.50,60.90,51.20,38.90
002,Arizona,1954,42.30,49.90,47.80,61.40,67.50,73.60,80.50,76.10,73.40,63.60,52.70,41.80
002,Arizona,1955,37.00,39.00,49.10,54.40,63.60,72.70,77.00,76.90,72.60,64.40,49.30,45.40
002,Arizona,1956,45.60,39.60,50.60,55.60,67.10,77.30,78.50,76.00,75.50,61.00,46.20,41.50
002,Arizona,1957,42.60,50.90,50.60,55.40,61.30,76.10,80.20,77.10,72.00,59.10,45.00,44.20
002,Arizona,1958,41.40,47.30,45.00,55.20,69.70,76.50,80.10,79.50,72.20,62.80,48.80,46.10
002,Arizona,1959,43.20,42.80,50.30,60.50,64.40,77.90,82.00,76.50,71.10,61.50,49.40,42.80
002,Arizona,1960,36.10,40.40,52.90,58.20,65.30,77.90,81.20,79.30,74.20,59.70,50.20,39.50
002,Arizona,1961,42.10,46.00,49.40,57.80,65.10,77.90,80.90,77.40,69.10,59.60,46.60,39.10
002,Arizona,1962,38.80,45.00,44.70,61.60,63.30,73.20,79.00,79.90,73.40,62.10,53.00,44.00
002,Arizona,1963,37.30,49.20,48.60,54.50,68.20,71.60,81.50,76.70,73.90,64.60,50.30,41.10
002,Arizona,1964,37.40,39.10,45.00,54.20,64.30,72.70,80.90,76.70,70.40,64.80,45.80,41.90
002,Arizona,1965,43.30,43.00,46.40,54.80,61.80,69.00,78.80,77.90,68.60,63.30,52.60,42.20
002,Arizona,1966,37.80,39.20,50.90,58.50,68.10,74.50,80.40,78.80,72.10,60.40,51.80,41.50
002,Arizona,1967,40.20,46.00,52.50,52.30,63.90,71.50,80.10,78.10,71.60,62.80,52.80,36.20
002,Arizona,1968,38.60,49.00,50.00,54.40,64.60,75.10,78.40,74.00,71.20,61.70,49.00,37.80
002,Arizona,1969,44.70,42.70,45.80,57.50,67.00,72.50,80.40,81.10,73.60,57.80,49.20,44.10
002,Arizona,1970,40.80,47.80,47.30,51.50,66.40,74.70,81.00,79.30,69.60,57.10,50.40,41.60
002,Arizona,1971,41.00,44.10,50.60,55.40,61.50,73.80,81.80,77.00,71.10,56.30,47.90,38.10
002,Arizona,1972,41.20,46.90,57.00,58.00,65.20,74.30,81.50,77.20,71.20,59.30,44.90,39.00
002,Arizona,1973,37.30,43.60,44.00,53.10,66.10,74.40,79.40,78.10,70.80,61.60,49.30,43.00
002,Arizona,1974,39.90,42.50,52.20,56.10,67.10,78.90,78.70,76.80,72.10,61.80,49.00,38.70
002,Arizona,1975,40.00,42.50,47.00,50.30,62.10,72.80,79.30,77.80,72.00,60.30,48.50,42.10
002,Arizona,1976,41.70,47.70,47.90,54.90,66.30,74.00,78.90,76.70,69.80,58.50,49.90,41.30
002,Arizona,1977,39.60,46.40,46.10,58.10,61.30,76.20,80.30,79.10,73.10,63.70,51.80,46.80
002,Arizona,1978,43.10,44.60,52.70,56.00,64.00,76.30,80.60,77.50,71.40,64.60,49.20,37.60
002,Arizona,1979,36.50,42.30,47.90,56.40,64.10,74.20,79.70,75.60,75.30,63.80,46.20,43.80
002,Arizona,1980,44.10,47.60,47.60,56.20,61.40,75.00,81.40,77.90,72.60,60.80,50.50,47.70
002,Arizona,1981,45.80,47.30,48.90,60.60,65.30,78.60,80.70,79.20,72.80,59.10,52.40,45.20
002,Arizona,1982,41.00,45.60,49.20,56.80,64.20,72.20,78.50,78.20,72.00,58.20,48.20,40.80
002,Arizona,1983,42.60,45.20,48.80,51.30,64.00,72.40,79.30,77.20,74.80,61.50,49.20,44.10
002,Arizona,1984,42.40,44.10,51.00,55.20,70.90,74.10,78.70,76.80,73.40,56.50,48.70,41.50
002,Arizona,1985,40.40,42.60,49.40,60.00,66.70,76.90,80.70,78.80,67.70,60.70,47.70,43.00
002,Arizona,1986,47.50,47.80,54.20,58.50,66.60,76.60,77.60,79.40,68.00,58.60,50.00,42.10
002,Arizona,1987,39.90,44.30,47.40,60.60,65.10,76.30,77.60,77.00,71.30,64.80,48.40,39.10
002,Arizona,1988,40.30,47.20,50.30,57.10,65.40,76.20,80.90,77.40,70.40,66.20,50.00,41.00
002,Arizona,1989,39.40,45.80,55.50,64.00,67.70,75.60,81.70,77.30,73.10,61.10,51.10,42.40
002,Arizona,1990,40.80,42.70,52.00,59.80,64.90,78.30,79.30,76.00,73.10,62.00,50.30,37.40
002,Arizona,1991,40.70,49.20,45.80,55.50,63.20,71.60,79.30,78.50,72.30,64.10,49.00,41.80
002,Arizona,1992,39.60,47.10,50.20,61.20,66.70,73.50,78.10,77.50,73.30,63.80,45.70,38.40
002,Arizona,1993,43.50,44.50,51.80,58.60,67.30,74.20,78.30,77.50,71.80,61.00,47.20,41.90
002,Arizona,1994,43.20,43.30,52.90,58.20,65.20,79.20,81.30,81.30,73.70,59.60,45.50,43.20
002,Arizona,1995,42.10,50.90,51.30,54.90,61.70,72.10,80.30,81.40,74.60,63.10,55.00,44.70
002,Arizona,1996,44.20,50.10,51.90,59.90,69.60,78.00,82.30,80.20,70.30,60.80,51.00,44.20
002,Arizona,1997,42.00,44.70,55.00,56.20,70.50,73.80,79.40,79.10,75.00,60.20,51.00,39.40
002,Arizona,1998,43.80,42.00,49.00,52.70,63.00,71.80,81.20,80.40,73.60,60.50,50.60,42.70
002,Arizona,1999,45.40,48.00,53.00,53.20,65.30,74.50,78.30,77.80,72.60,64.20,55.10,42.00
002,Arizona,2000,45.80,48.40,50.50,61.90,71.20,77.80,81.50,79.40,74.90,60.20,43.80,44.70
002,Arizona,2001,40.30,44.20,51.80,57.50,70.80,77.50,79.80,79.10,75.60,64.70,52.90,40.20
002,Arizona,2002,42.30,46.20,49.80,62.00,67.00,78.80,82.30,79.80,73.60,60.00,51.30,41.00
002,Arizona,2003,48.80,45.50,50.60,55.60,68.30,76.30,83.80,80.00,74.80,67.30,48.80,43.00
